-0.374	-0.015
-0.384	-0.016
-0.394	-0.016
-0.404	-0.018
-0.414	-0.018
-0.424	-0.019
-0.434	-0.020
-0.444	-0.021
-0.454	-0.021
-0.464	-0.021
-0.474	-0.022
-0.484	-0.023
-0.494	-0.024
-0.504	-0.024
-0.514	-0.025
-0.524	-0.025
-0.534	-0.028
-0.544	-0.027
-0.554	-0.028
-0.564	-0.029
-0.574	-0.030
-0.584	-0.030
-0.594	-0.031
-0.604	-0.032
-0.614	-0.032
-0.624	-0.033
-0.634	-0.034
-0.644	-0.035
-0.654	-0.035
-0.664	-0.036
-0.674	-0.037
-0.684	-0.037
-0.694	-0.038
-0.704	-0.039
-0.714	-0.039
-0.724	-0.041
-0.734	-0.041
-0.744	-0.042
-0.754	-0.043
-0.764	-0.043
-0.774	-0.044
-0.784	-0.045
-0.794	-0.045
-0.804	-0.046
-0.814	-0.046
-0.824	-0.047
-0.834	-0.047
-0.844	-0.048
-0.854	-0.049
-0.864	-0.050
-0.874	-0.050
-0.884	-0.050
-0.894	-0.051
-0.904	-0.052
-0.914	-0.054
-0.924	-0.054
-0.934	-0.054
-0.944	-0.055
-0.954	-0.056
-0.964	-0.056
-0.974	-0.057
-0.984	-0.058
-0.994	-0.058
-1.004	-0.059
-1.014	-0.060
-1.024	-0.060
-1.034	-0.061
-1.044	-0.061
-1.054	-0.063
-1.064	-0.063
-1.074	-0.064
-1.084	-0.064
-1.094	-0.065
-1.104	-0.065
-1.114	-0.066
-1.124	-0.068
-1.134	-0.067
-1.144	-0.068
-1.154	-0.069
-1.164	-0.070
-1.174	-0.071
-1.184	-0.071
-1.194	-0.071
-1.204	-0.072
-1.214	-0.073
-1.214	-0.073
-1.204	-0.073
-1.194	-0.073
-1.184	-0.072
-1.174	-0.073
-1.164	-0.072
-1.154	-0.072
-1.144	-0.072
-1.134	-0.071
-1.124	-0.072
-1.114	-0.071
-1.104	-0.071
-1.094	-0.071
-1.084	-0.070
-1.074	-0.069
-1.064	-0.069
-1.054	-0.069
-1.044	-0.069
-1.034	-0.068
-1.024	-0.067
-1.014	-0.067
-1.004	-0.067
-0.994	-0.066
-0.984	-0.066
-0.974	-0.066
-0.964	-0.065
-0.954	-0.064
-0.944	-0.064
-0.934	-0.064
-0.924	-0.063
-0.914	-0.063
-0.904	-0.063
-0.894	-0.062
-0.884	-0.062
-0.874	-0.061
-0.864	-0.061
-0.854	-0.060
-0.844	-0.060
-0.834	-0.060
-0.824	-0.059
-0.814	-0.059
-0.804	-0.058
-0.794	-0.058
-0.784	-0.057
-0.774	-0.057
-0.764	-0.056
-0.754	-0.055
-0.744	-0.055
-0.734	-0.055
-0.724	-0.054
-0.714	-0.053
-0.704	-0.054
-0.694	-0.053
-0.684	-0.052
-0.674	-0.052
-0.664	-0.051
-0.654	-0.051
-0.644	-0.050
-0.634	-0.049
-0.624	-0.049
-0.614	-0.049
-0.604	-0.049
-0.594	-0.048
-0.584	-0.047
-0.574	-0.047
-0.564	-0.046
-0.554	-0.046
-0.544	-0.045
-0.534	-0.044
-0.524	-0.044
-0.514	-0.043
-0.504	-0.042
-0.494	-0.042
-0.484	-0.042
-0.474	-0.041
-0.464	-0.041
-0.454	-0.040
-0.444	-0.039
-0.434	-0.038
-0.424	-0.038
-0.414	-0.038
-0.404	-0.037
-0.394	-0.036
-0.384	-0.036
-0.374	-0.035
-0.364	-0.034
-0.354	-0.034
-0.344	-0.033
-0.334	-0.033
-0.324	-0.031
-0.314	-0.031
-0.304	-0.031
-0.294	-0.030
-0.284	-0.030
-0.274	-0.029
-0.264	-0.028
-0.254	-0.028
-0.244	-0.027
-0.234	-0.026
-0.224	-0.026
-0.214	-0.025
-0.204	-0.024
-0.194	-0.024
-0.184	-0.023
-0.174	-0.022
-0.164	-0.022
-0.154	-0.021
-0.144	-0.020
-0.134	-0.020
-0.124	-0.019
-0.114	-0.018
-0.104	-0.018
-0.094	-0.017
-0.084	-0.016
-0.074	-0.016
-0.064	-0.015
-0.054	-0.014
-0.044	-0.014
-0.034	-0.013
-0.024	-0.015
-0.014	-0.012
-0.004	-0.011
0.006	-0.010
0.016	-0.010
0.026	-0.009
0.036	-0.008
0.046	-0.008
0.056	-0.007
0.066	-0.006
0.076	-0.005
0.086	-0.005
0.096	-0.004
0.106	-0.003
0.116	-0.003
0.126	-0.002
0.136	-0.001
0.146	-0.001
0.156	-0.000
0.166	0.001
0.176	0.002
0.186	0.002
0.196	0.003
0.206	0.004
0.216	0.004
0.226	0.005
0.236	0.006
0.246	0.007
0.256	0.007
0.266	0.009
0.276	0.009
0.286	0.010
0.296	0.010
0.306	0.011
0.316	0.012
0.326	0.012
0.336	0.012
0.346	0.014
0.356	0.015
0.366	0.015
0.376	0.016
0.386	0.017
0.396	0.017
0.406	0.018
0.416	0.019
0.426	0.020
0.436	0.020
0.446	0.021
0.456	0.022
0.466	0.022
0.476	0.023
0.486	0.024
0.496	0.025
0.506	0.025
0.516	0.026
0.526	0.027
0.536	0.028
0.546	0.028
0.556	0.029
0.566	0.030
0.576	0.031
0.586	0.031
0.596	0.032
0.606	0.032
0.616	0.033
0.626	0.034
0.636	0.035
0.646	0.035
0.656	0.037
0.666	0.037
0.676	0.038
0.686	0.039
0.696	0.039
0.706	0.039
0.716	0.040
0.726	0.041
0.736	0.042
0.746	0.042
0.756	0.043
0.766	0.044
0.776	0.044
0.786	0.045
0.796	0.046
0.806	0.046
0.816	0.047
0.826	0.048
0.836	0.049
0.846	0.049
0.856	0.050
0.866	0.051
0.876	0.052
0.886	0.052
0.896	0.052
0.906	0.053
0.916	0.054
0.926	0.055
0.936	0.055
0.946	0.057
0.956	0.057
0.966	0.057
0.976	0.059
0.986	0.059
0.996	0.059
1.006	0.060
1.016	0.061
1.026	0.061
1.036	0.062
1.046	0.063
1.056	0.064
1.066	0.064
1.076	0.065
1.086	0.066
1.096	0.066
1.106	0.067
1.116	0.068
1.126	0.068
1.136	0.068
1.146	0.070
1.156	0.070
1.166	0.071
1.176	0.071
1.186	0.072
